id_lote,d1_680.89,d1_685.89,d1_690.90,d1_695.91,d1_700.91,d1_705.92,d1_710.93,d1_715.94,d1_720.95,d1_725.96,d1_730.97,d1_735.98,d1_740.98,d1_745.99,d1_751.00,d1_756.02
A41,0.0004860627999999999,0.0006922068926339133,0.0011380262475049919,0.0017684195604180265,0.0025603023283486993,0.0032705264471057944,0.003982940718562828,0.005378332335329314,0.006949287425149714,0.00824521057884233,0.008843391217564882,0.009007747707769284,0.008334147854528712,0.0063282195608782565,0.0044456280188270095,0.0036103446215139594
A42,0.0004830953999999998,0.0008023914777745217,0.0019272235528942148,0.003893856896145772,0.0062672902492198505,0.008251394211576859,0.009415950099800301,0.011196458083832258,0.012712250499002018,0.012770690618762497,0.011923034930139742,0.010823041452786751,0.008785233950907377,0.005918877245508984,0.003961287822439763,0.0031526394422310955
A43,0.00045654600000000006,0.0006614971905260414,0.0013525061876247528,0.0026792395525556288,0.00447755062272299,0.00619870499001997,0.007438102395209499,0.009215541916167606,0.010752915169660695,0.011003872255489044,0.0103815528942116,0.009465045057493418,0.007677470356745056,0.005225959081836332,0.0036434477729506073,0.003002250996015949
A44,0.0004184845999999999,0.0005902132858849741,0.001179925848303395,0.002373683301630905,0.00405024705723658,0.005698815868263482,0.006939418662674573,0.008719800898203537,0.01040793612774453,0.01094893413173655,0.010628924151696629,0.009925798282723278,0.00823960324024079,0.005789278443113784,0.004090432850485146,0.0033966673306773045
A45,0.00040333119999999973,0.0005404592105124424,0.0008881882235528961,0.0014754587764534877,0.0022686678627763476,0.00306718433133733,0.0037944915169660243,0.005136905788423126,0.006939042415169672,0.008504772455089836,0.00953047005988026,0.010103893675928875,0.00947279024841825,0.0073328692614770576,0.0052064494115366955,0.004278645418326713
A46,0.00043573199999999976,0.0006712392751599705,0.0015242122754491043,0.003184041546067905,0.005403521467344239,0.0074555758483034066,0.00886750648702585,0.010960479041916098,0.012832119760479068,0.01325765069860282,0.012686702594810403,0.011795554277427178,0.009812501402158717,0.006790794411177657,0.004658379482684202,0.003773187250996029
A47,0.0004768298000000004,0.000766247438449376,0.0017821969061876282,0.0036564876958039986,0.006036541673762172,0.008119718562874266,0.009401157684630642,0.01121956686626739,0.012831329341317393,0.012929782435129763,0.012090087824351316,0.011018963620443446,0.008932435378226564,0.006057768463073855,0.004134180122450447,0.003354071713147419
A48,0.00043713339999999973,0.0007279762563452519,0.001737987824351301,0.003533760460689013,0.005747165817806949,0.007686143712574863,0.008812090818363184,0.010330301397205517,0.011809764471057905,0.011883632734530959,0.011069466067864294,0.009983816188410412,0.007899345768610629,0.005271163672654698,0.0035865428756315376,0.0029266334661354637
A49,0.00046088539999999956,0.0007692326561370773,0.0018073617764471097,0.00366181051054335,0.005984516746423244,0.008007810379241531,0.009232224550898109,0.01092760778443106,0.01248939520958086,0.012585369261477072,0.011730050898203614,0.010612141309393218,0.008482711856610453,0.005685774451097816,0.0038485811972754636,0.003109374501992056
A50,0.00041896800000000014,0.0005801433834987371,0.001221759381237527,0.002592911377577713,0.004557244150593124,0.006600254491017976,0.008041074451097719,0.009862113772455024,0.011949076846307409,0.012816720558882264,0.01275501896207587,0.012136871459809663,0.01008322251394514,0.007169038922155702,0.005015370575223166,0.004146161354581706
A51,0.00039275000000000003,0.0005788724105236086,0.0012515878243512996,0.0026667205492678986,0.004688593586410401,0.006757648502994024,0.00826578742514961,0.010283695608782369,0.012422491017964096,0.013321006986027967,0.01321206187624753,0.012581899303849856,0.010687316840405102,0.007703782435129751,0.00538916396019537,0.0044374900398406695
A52,0.00043753659999999986,0.0006129663233704428,0.0011963392215568885,0.0022825239063567187,0.003722695511198984,0.005171295109780448,0.006255449101796339,0.00781140419161672,0.009696924151696627,0.010719347305389242,0.010918423153692632,0.010629344424884512,0.00899145137980583,0.006428730538922171,0.0045513485119706015,0.0037893107569721197
